qid, relevantCountBydayBeforeQuery
day	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	
151	1	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
152	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	5	3	3	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
153	15	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	27	17	1	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
154	5	3	0	1	1	0	0	1	0	0	0	3	3	0	1	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
155	45	29	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
156	1	1	0	0	6	36	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
157	11	7	15	12	8	6	7	6	6	2	3	1	7	4	2	0	2	5	2	1	0	0	0	2	0	1	4	5	6	8	2	6	4	3	0	1	8	2	2	2	0	0	2	2	2	0	1	2	0	2	1	4	1	0	3	0	1	2	0	
158	2	1	2	1	1	0	0	0	1	3	2	1	5	0	0	0	1	2	2	2	2	2	1	1	1	1	1	2	1	0	3	1	1	0	1	1	1	0	1	1	3	1	1	3	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	
159	1	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	
160	4	0	1	0	2	3	0	0	0	0	0	1	1	1	2	1	1	2	1	1	0	1	2	0	0	0	3	1	2	0	0	1	1	0	1	1	2	1	1	4	2	1	1	1	0	0	2	1	1	0	2	1	0	0	0	0	0	0	0	
161	3	4	7	17	22	7	4	6	3	2	10	7	15	1	1	2	5	10	13	16	1	3	0	4	5	4	5	5	3	5	3	4	0	8	21	10	6	8	20	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
162	21	1	12	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	2	5	1	9	17	132	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
163	19	1	2	4	2	1	1	9	9	10	5	3	0	1	5	1	1	0	0	0	1	1	0	1	1	0	2	1	1	11	1	0	1	0	0	1	1	0	0	3	1	0	1	1	3	0	1	0	1	2	7	21	30	1	0	2	1	0	0	
164	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	2	1	0	0	1	0	2	4	0	1	1	3	10	1	5	3	7	30	119	0	0	0	0	0	
165	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
166	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	3	1	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
167	2	1	1	2	2	0	0	1	0	0	2	0	0	0	1	0	3	0	0	2	4	2	4	8	11	5	4	5	5	7	5	5	6	6	4	1	2	3	1	2	1	4	1	0	1	1	1	3	3	1	0	0	1	0	0	0	0	0	0	
168	1	0	0	1	1	0	0	0	1	4	9	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
169	1	0	0	1	3	8	2	2	15	10	9	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	3	0	0	4	2	5	6	0	2	1	1	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	
